,Neighborhoods,Residence Type,Residence Name,Venue,LatNeigh,LongNeigh,LatRes,LongRes,LatVen,LongVen
14,Grogol Petamburan,Apartement,Kost susilo 2a,University,-6.1641878,106.78831657883393,-6.1655510384355905,106.7922271551298,-6.168805766617073,106.79130544855158
15,Grogol Petamburan,Apartement,Kost susilo 2a,University,-6.1641878,106.78831657883393,-6.1655510384355905,106.7922271551298,-6.168433148552746,106.79038950639209
16,Grogol Petamburan,Apartement,Kost susilo 2a,University,-6.1641878,106.78831657883393,-6.1655510384355905,106.7922271551298,-6.167396537175095,106.78929498922163
17,Grogol Petamburan,Apartement,Kost susilo 2a,University,-6.1641878,106.78831657883393,-6.1655510384355905,106.7922271551298,-6.168776453678434,106.79074666578288
18,Grogol Petamburan,Apartement,Kost susilo 2a,University,-6.1641878,106.78831657883393,-6.1655510384355905,106.7922271551298,-6.169025937852671,106.79138033708196
19,Grogol Petamburan,Apartement,Kost susilo 2a,University,-6.1641878,106.78831657883393,-6.1655510384355905,106.7922271551298,-6.1680042342313355,106.78950813162008
20,Grogol Petamburan,Apartement,Kost susilo 2a,University,-6.1641878,106.78831657883393,-6.1655510384355905,106.7922271551298,-6.169340421868287,106.78896663511252
21,Grogol Petamburan,Apartement,Kost susilo 2a,University,-6.1641878,106.78831657883393,-6.1655510384355905,106.7922271551298,-6.167551620125948,106.78889174740061
22,Grogol Petamburan,Apartement,Kost susilo 2a,University,-6.1641878,106.78831657883393,-6.1655510384355905,106.7922271551298,-6.168628424744979,106.78983319474654
23,Grogol Petamburan,Apartement,Kost susilo 2a,University,-6.1641878,106.78831657883393,-6.1655510384355905,106.7922271551298,-6.169121,106.790408
24,Grogol Petamburan,Apartement,Kost susilo 2a,University,-6.1641878,106.78831657883393,-6.1655510384355905,106.7922271551298,-6.169358797994899,106.790485
25,Grogol Petamburan,Apartement,Kost susilo 2a,University,-6.1641878,106.78831657883393,-6.1655510384355905,106.7922271551298,-6.1684,106.789057
26,Grogol Petamburan,Apartement,Kost susilo 2a,University,-6.1641878,106.78831657883393,-6.1655510384355905,106.7922271551298,-6.168042667444116,106.78871892969936
27,Grogol Petamburan,Apartement,Kost susilo 2a,University,-6.1641878,106.78831657883393,-6.1655510384355905,106.7922271551298,-6.169168230302203,106.78982405006877
28,Grogol Petamburan,Apartement,Kost susilo 2a,University,-6.1641878,106.78831657883393,-6.1655510384355905,106.7922271551298,-6.169358566334132,106.7900669113023
29,Grogol Petamburan,Apartement,Kost susilo 2a,University,-6.1641878,106.78831657883393,-6.1655510384355905,106.7922271551298,-6.169350295619521,106.78983648652233
30,Grogol Petamburan,Apartement,Kost susilo 2a,University,-6.1641878,106.78831657883393,-6.1655510384355905,106.7922271551298,-6.169328869748947,106.78935259525528
31,Grogol Petamburan,Apartement,Season City Apartment,University,-6.1641878,106.78831657883393,-6.158473194550105,106.78913945300474,-6.164675658057203,106.79542068823413
32,Grogol Petamburan,Apartement,Season City Apartment,University,-6.1641878,106.78831657883393,-6.158473194550105,106.78913945300474,-6.167021663238629,106.79130544855158
33,Grogol Petamburan,Apartement,Season City Apartment,University,-6.1641878,106.78831657883393,-6.158473194550105,106.78913945300474,-6.167396537175095,106.78929498922163
34,Grogol Petamburan,Apartement,Season City Apartment,University,-6.1641878,106.78831657883393,-6.158473194550105,106.78913945300474,-6.1655030580595875,106.79226632774585
35,Grogol Petamburan,Apartement,Apartemen Mediterania ~ Tanjung Duren,University,-6.1641878,106.78831657883393,-6.170492755450077,106.78909912881795,-6.169340421868287,106.78896663511252
36,Grogol Petamburan,Apartement,Apartemen Mediterania ~ Tanjung Duren,University,-6.1641878,106.78831657883393,-6.170492755450077,106.78909912881795,-6.169168230302203,106.78982405006877
37,Grogol Petamburan,Apartement,Apartemen Mediterania ~ Tanjung Duren,University,-6.1641878,106.78831657883393,-6.170492755450077,106.78909912881795,-6.169350295619521,106.78983648652233
38,Grogol Petamburan,Apartement,Apartemen Mediterania ~ Tanjung Duren,University,-6.1641878,106.78831657883393,-6.170492755450077,106.78909912881795,-6.1716158165798065,106.78774539247202
39,Grogol Petamburan,Apartement,Apartemen Mediterania ~ Tanjung Duren,University,-6.1641878,106.78831657883393,-6.170492755450077,106.78909912881795,-6.169328869748947,106.78935259525528
40,Grogol Petamburan,Apartement,Apartemen Mediterania ~ Tanjung Duren,University,-6.1641878,106.78831657883393,-6.170492755450077,106.78909912881795,-6.172107,106.789063
41,Grogol Petamburan,Apartement,Apartemen Mediterania ~ Tanjung Duren,University,-6.1641878,106.78831657883393,-6.170492755450077,106.78909912881795,-6.169297,106.788534
42,Grogol Petamburan,Apartement,Apartemen Mediterania ~ Tanjung Duren,University,-6.1641878,106.78831657883393,-6.170492755450077,106.78909912881795,-6.169358797994899,106.790485
43,Grogol Petamburan,Apartement,Apartemen Mediterania ~ Tanjung Duren,University,-6.1641878,106.78831657883393,-6.170492755450077,106.78909912881795,-6.169434368151855,106.78917977719875
44,Grogol Petamburan,Apartement,Apartemen Mediterania ~ Tanjung Duren,University,-6.1641878,106.78831657883393,-6.170492755450077,106.78909912881795,-6.171065143276094,106.78960030136865
45,Grogol Petamburan,Apartement,Apartemen Mediterania ~ Tanjung Duren,University,-6.1641878,106.78831657883393,-6.170492755450077,106.78909912881795,-6.169358566334132,106.7900669113023
46,Grogol Petamburan,Apartement,Apartemen Mediterania ~ Tanjung Duren,University,-6.1641878,106.78831657883393,-6.170492755450077,106.78909912881795,-6.172248088494955,106.78974431667666
47,Grogol Petamburan,Apartement,Apartemen Mediterania ~ Tanjung Duren,University,-6.1641878,106.78831657883393,-6.170492755450077,106.78909912881795,-6.169121,106.790408
48,Grogol Petamburan,Apartement,Apartemen Mediterania ~ Tanjung Duren,University,-6.1641878,106.78831657883393,-6.170492755450077,106.78909912881795,-6.169281632597883,106.78754953342246
49,Grogol Petamburan,Apartement,Apartemen Mediterania ~ Tanjung Duren,University,-6.1641878,106.78831657883393,-6.170492755450077,106.78909912881795,-6.168628424744979,106.78983319474654
50,Grogol Petamburan,Apartement,Apartemen Mediterania ~ Tanjung Duren,University,-6.1641878,106.78831657883393,-6.170492755450077,106.78909912881795,-6.172415605736343,106.78854071159607
51,Grogol Petamburan,Apartement,Apartemen Mediterania ~ Tanjung Duren,University,-6.1641878,106.78831657883393,-6.170492755450077,106.78909912881795,-6.172481585409588,106.78841937933284
52,Grogol Petamburan,Apartement,Apartemen Mediterania ~ Tanjung Duren,University,-6.1641878,106.78831657883393,-6.170492755450077,106.78909912881795,-6.172758322798388,106.78849339485168
53,Grogol Petamburan,Apartement,Apartemen Mediterania ~ Tanjung Duren,University,-6.1641878,106.78831657883393,-6.170492755450077,106.78909912881795,-6.168776453678434,106.79074666578288
54,Grogol Petamburan,Apartement,Apartemen Mediterania ~ Tanjung Duren,University,-6.1641878,106.78831657883393,-6.170492755450077,106.78909912881795,-6.168433148552746,106.79038950639209
55,Grogol Petamburan,Apartement,Apartemen Mediterania ~ Tanjung Duren,University,-6.1641878,106.78831657883393,-6.170492755450077,106.78909912881795,-6.16939758246902,106.7868755491778
56,Grogol Petamburan,Apartement,Apartemen Mediterania ~ Tanjung Duren,University,-6.1641878,106.78831657883393,-6.170492755450077,106.78909912881795,-6.169312666594002,106.78690435188183
57,Grogol Petamburan,Apartement,Apartemen Mediterania ~ Tanjung Duren,University,-6.1641878,106.78831657883393,-6.170492755450077,106.78909912881795,-6.168042667444116,106.78871892969936
58,Grogol Petamburan,Apartement,Apartemen Mediterania ~ Tanjung Duren,University,-6.1641878,106.78831657883393,-6.170492755450077,106.78909912881795,-6.1690518835218535,106.78706334289484
59,Grogol Petamburan,Apartement,Apartemen Mediterania ~ Tanjung Duren,University,-6.1641878,106.78831657883393,-6.170492755450077,106.78909912881795,-6.1680042342313355,106.78950813162008
60,Grogol Petamburan,Apartement,Apartemen Mediterania ~ Tanjung Duren,University,-6.1641878,106.78831657883393,-6.170492755450077,106.78909912881795,-6.169355656130523,106.78663730621338
61,Grogol Petamburan,Apartement,Apartemen Mediterania ~ Tanjung Duren,University,-6.1641878,106.78831657883393,-6.170492755450077,106.78909912881795,-6.169025937852671,106.79138033708196
62,Grogol Petamburan,Apartement,Apartemen Mediterania ~ Tanjung Duren,University,-6.1641878,106.78831657883393,-6.170492755450077,106.78909912881795,-6.168805766617073,106.79130544855158
63,Grogol Petamburan,Apartement,Apartemen Mediterania ~ Tanjung Duren,University,-6.1641878,106.78831657883393,-6.170492755450077,106.78909912881795,-6.167947649739979,106.79019927978516
64,Grogol Petamburan,Apartement,Apartemen Mediterania ~ Tanjung Duren,University,-6.1641878,106.78831657883393,-6.170492755450077,106.78909912881795,-6.167859,106.790036
65,Kalideres,Apartement,apartment permata surya,University,-6.13700575,106.70159379305983,-6.133599686115445,106.70573007602123,-6.130099874484241,106.71013532391602
66,Kalideres,Apartement,apartment permata surya,University,-6.13700575,106.70159379305983,-6.133599686115445,106.70573007602123,-6.141501055055964,106.7070199695528
67,Kalideres,Apartement,Palm Mansion Apartment,University,-6.13700575,106.70159379305983,-6.1321887317276795,106.70543639596046,-6.130099874484241,106.71013532391602
68,Kalideres,Apartement,Lottemart taman surya project,University,-6.13700575,106.70159379305983,-6.1317340361494725,106.70484327860069,-6.130099874484241,106.71013532391602
69,Kebon Jeruk,Apartement,Apartemen Kedoya Elok,University,-6.19257205,106.76972548969255,-6.188796487761869,106.7684368189706,-6.1894070157575305,106.7699942395729
70,Kebon Jeruk,Apartement,Apartemen Kedoya Elok,University,-6.19257205,106.76972548969255,-6.188796487761869,106.7684368189706,-6.189630699931477,106.77017060540635
71,Kebon Jeruk,Apartement,Apartemen Kedoya Elok,University,-6.19257205,106.76972548969255,-6.188796487761869,106.7684368189706,-6.19379597222109,106.76894370530626
72,Kebon Jeruk,Apartement,Apartemen Kedoya Elok,University,-6.19257205,106.76972548969255,-6.188796487761869,106.7684368189706,-6.186465192283947,106.76013775292668
73,Kebon Jeruk,Apartement,Apartment Kedoya Elok South Tower,University,-6.19257205,106.76972548969255,-6.188673341611674,106.76780074410824,-6.1894070157575305,106.7699942395729
74,Kebon Jeruk,Apartement,Apartment Kedoya Elok South Tower,University,-6.19257205,106.76972548969255,-6.188673341611674,106.76780074410824,-6.189630699931477,106.77017060540635
75,Kebon Jeruk,Apartement,Apartment Kedoya Elok South Tower,University,-6.19257205,106.76972548969255,-6.188673341611674,106.76780074410824,-6.19379597222109,106.76894370530626
76,Kebon Jeruk,Apartement,Apartment Kedoya Elok South Tower,University,-6.19257205,106.76972548969255,-6.188673341611674,106.76780074410824,-6.186465192283947,106.76013775292668
77,Kebon Jeruk,Apartement,Apartemen Kedoya Elok,University,-6.19257205,106.76972548969255,-6.188712776620953,106.76837991169724,-6.1894070157575305,106.7699942395729
78,Kebon Jeruk,Apartement,Apartemen Kedoya Elok,University,-6.19257205,106.76972548969255,-6.188712776620953,106.76837991169724,-6.189630699931477,106.77017060540635
79,Kebon Jeruk,Apartement,Apartemen Kedoya Elok,University,-6.19257205,106.76972548969255,-6.188712776620953,106.76837991169724,-6.19379597222109,106.76894370530626
80,Kebon Jeruk,Apartement,Apartemen Kedoya Elok,University,-6.19257205,106.76972548969255,-6.188712776620953,106.76837991169724,-6.186465192283947,106.76013775292668
81,Kembangan,Apartement,The St. Moritz Penthouses & Residences,University,-6.191395,106.74058588053123,-6.188982022067379,106.73930168151855,-6.191649930167146,106.7386535121433
82,Kembangan,Apartement,The St. Moritz Penthouses & Residences,University,-6.191395,106.74058588053123,-6.188982022067379,106.73930168151855,-6.186196346906313,106.74444092067034
83,Kembangan,Apartement,The St. Moritz Penthouses & Residences,University,-6.191395,106.74058588053123,-6.188982022067379,106.73930168151855,-6.197403540668792,106.73863047496704
84,Kembangan,Apartement,The St. Moritz Penthouses & Residences,University,-6.191395,106.74058588053123,-6.188982022067379,106.73930168151855,-6.187314609287957,106.73986226320267
85,Kembangan,Apartement,St. Moritz,University,-6.191395,106.74058588053123,-6.188714990882855,106.73868806791218,-6.191649930167146,106.7386535121433
86,Kembangan,Apartement,St. Moritz,University,-6.191395,106.74058588053123,-6.188714990882855,106.73868806791218,-6.186196346906313,106.74444092067034
87,Kembangan,Apartement,St. Moritz,University,-6.191395,106.74058588053123,-6.188714990882855,106.73868806791218,-6.187314609287957,106.73986226320267
88,Kembangan,Apartement,St. Moritz,University,-6.191395,106.74058588053123,-6.188714990882855,106.73868806791218,-6.197403540668792,106.73863047496704
89,Kembangan,Apartement,Px pavilion the st moritz,University,-6.191395,106.74058588053123,-6.18958866522508,106.73742678583717,-6.191649930167146,106.7386535121433
90,Kembangan,Apartement,Px pavilion the st moritz,University,-6.191395,106.74058588053123,-6.18958866522508,106.73742678583717,-6.186196346906313,106.74444092067034
91,Kembangan,Apartement,Px pavilion the st moritz,University,-6.191395,106.74058588053123,-6.18958866522508,106.73742678583717,-6.197403540668792,106.73863047496704
92,Kembangan,Apartement,Px pavilion the st moritz,University,-6.191395,106.74058588053123,-6.18958866522508,106.73742678583717,-6.187314609287957,106.73986226320267
93,Palmerah,Apartement,Komplek Setneg RI,University,-6.1910017,106.7943633086912,-6.188468795488323,106.79361893926675,-6.18649379846067,106.79649086541612
94,Palmerah,Apartement,Komplek Setneg RI,University,-6.1910017,106.7943633086912,-6.188468795488323,106.79361893926675,-6.186812703729701,106.79671476812764
95,Palmerah,Apartement,Komplek Setneg RI,University,-6.1910017,106.7943633086912,-6.188468795488323,106.79361893926675,-6.1867003388996,106.79684726640903
96,Palmerah,Apartement,Komplek Setneg RI,University,-6.1910017,106.7943633086912,-6.188468795488323,106.79361893926675,-6.186753101836924,106.79689395919429
